ID,network_age,Churn_Probability
358,2292,0.703564806
359,2299,0.555660285
364,2372,0.768103983
365,2381,0.548089221
368,2417,0.721502019
369,2420,0.762428693
370,2426,0.798582093
372,2437,0.748746477
373,2443,0.750829882
374,2465,0.519464238
375,2470,0.625028108
378,2495,0.778343687
380,2528,0.737721051
382,2539,0.662829667
384,2552,0.727939095
385,2557,0.539844666
386,2573,0.525011962
399,2674,0.559934058
405,2743,0.833820312
408,2798,0.695101301
409,2812,0.696591221
410,2820,0.782931806
413,2838,0.631651886
415,2903,0.753814237
417,2943,0.760828414
428,3147,0.76320579
430,3168,0.727700095
432,3210,0.547461505
434,3213,0.504112001
436,3217,0.747157083
439,3270,0.547183094
440,3274,0.654804056
444,3325,0.569705319
450,3418,0.613850955
451,3459,0.722095261
456,3504,0.687706933
461,3576,0.714047758
462,3609,0.730754827
465,3651,0.697529766
469,3671,0.734923611
475,3702,0.724534824
484,3804,0.725607081
505,4083,0.822722656
523,4869,0.539230902
531,-5,0.748711994
533,-3,0.61720277
534,-2,0.688080339
535,6,0.730473208
537,103,0.633636971
538,109,0.677988239
539,110,0.760816984
540,110,0.655758881
541,114,0.606748909
542,114,0.542637792
543,114,0.786478635
544,114,0.868935025
545,117,0.579387375
546,117,0.520773684
547,120,0.536550567
548,122,0.559267817
549,123,0.767063038
551,127,0.696550136
552,127,0.696022281
558,132,0.572458211
559,133,0.506372809
563,135,0.909086963
564,137,0.591669206
566,137,0.588386452
567,138,0.683196393
569,139,0.599975711
572,142,0.594240654
573,142,0.54388508
577,147,0.50260202
578,149,0.620252793
586,153,0.990785434
588,155,0.79297792
591,161,0.846179474
592,165,0.593340218
593,165,0.81884614
594,167,0.811723724
596,168,0.847955833
597,168,0.903435644
600,174,0.63422012
601,175,0.625964952
602,179,0.585256442
603,179,0.74015513
604,180,0.701060649
605,185,0.596291011
606,190,0.624085812
608,191,0.829916094
609,192,0.52044561
610,195,0.849339088
611,196,0.504538332
612,197,0.81781988
613,197,0.789421977
614,197,0.845587685
615,204,0.85678673
616,206,0.823681579
617,206,0.703179946
618,210,0.845762298
619,212,0.797795116
620,224,0.718561549
621,227,0.646699383
622,228,0.72105586
624,240,0.767738931
625,249,0.875309493
627,343,0.846122542
630,358,0.818906274
631,363,0.698979009
634,369,0.613798549
636,381,0.630689185
638,396,0.847760918
640,406,0.80233818
642,422,0.878971905
644,427,0.575899167
645,429,0.657539588
647,439,0.84967914
650,445,0.727784321
653,460,0.819159892
654,469,0.813079615
655,471,0.787885782
658,485,0.830869478
659,508,0.531535937
660,508,0.526544273
661,510,0.808996978
662,536,0.62943669
664,558,0.717452669
665,558,0.70256234
667,569,0.81565852
668,579,0.837124579
669,579,0.568463506
670,586,0.833217037
671,590,0.84181606
673,594,0.882627445
674,609,0.83317419
678,103,0.556431323
679,111,0.510092972
680,141,0.569288427
682,143,0.539452319
683,164,0.579219194
684,195,0.806979425
685,331,0.832385142
688,388,0.746370951
689,411,0.716941901
691,654,0.610395468
693,1030,0.530680235
694,1282,0.853802225
696,95,0.864172034
697,99,0.543416923
698,100,0.840550137
699,101,0.792424582
701,110,0.586474684
702,113,0.51096721
703,117,0.842004607
704,120,0.824100876
705,123,0.635388894
706,125,0.836450668
707,125,0.685006327
709,125,0.594581573
710,128,0.795765603
711,129,0.853767901
712,129,0.639990806
714,132,0.618044513
716,134,0.710299995
721,138,0.893705228
723,142,0.647991009
724,143,0.738291435
725,144,0.628624207
727,145,0.859917091
730,150,0.672207701
732,152,0.524848957
733,153,0.533860129
735,158,0.678460971
736,159,0.687605848
739,164,0.826499087
740,165,0.599053815
742,172,0.847628555
743,172,0.924159962
744,173,0.707750579
745,174,0.706418969
747,185,0.719795446
748,187,0.740599261
751,200,0.618742064
753,203,0.847459821
754,203,0.552943441
756,204,0.682923859
758,207,0.848139876
759,208,0.865042642
760,209,0.8436516
763,214,0.620276454
764,216,0.821253184
765,217,0.521435872
766,221,0.841635466
767,224,0.826298355
769,226,0.725458586
770,227,0.604721325
771,227,0.748726791
772,228,0.504920226
773,231,0.536819562
775,233,0.796982206
776,238,0.83483246
779,250,0.817576355
784,258,0.592663879
785,261,0.739892746
786,262,0.778946221
795,306,0.515166718
796,307,0.570504366
798,311,0.831150441
801,330,0.796436216
802,337,0.746811499
803,346,0.823918535
804,347,0.759413397
805,348,0.68818159
807,351,0.882470441
810,373,0.77907048
811,399,0.828947031
812,399,0.69664616
813,411,0.524027016
820,439,0.776696188
822,446,0.839161217
823,449,0.790417507
825,472,0.826510393
826,504,0.808012345
827,508,0.82778042
829,544,0.831983626
830,568,0.773547265
831,617,0.839289911
832,618,0.807291242
835,674,0.725594503
836,805,0.774396339
837,818,0.6541735
838,842,0.838827496
839,958,0.854619777
841,978,0.76403506
843,1033,0.884305693
844,1135,0.509156498
846,1303,0.81043354
847,1316,0.557385228
848,1384,0.815013389
849,1410,0.884239377
854,2019,0.52885243
856,2099,0.649164145
857,2117,0.702647566
858,2132,0.564972239
862,2281,0.614420864
864,2861,0.939456255
875,91,0.647345583
876,93,0.755542572
877,94,0.591365211
878,96,0.770737348
879,97,0.76140289
880,99,0.596578172
881,100,0.838179886
882,101,0.820497977
883,102,0.846164299
885,103,0.846563364
886,103,0.819564908
887,104,0.797462019
888,105,0.576303759
889,105,0.825907176
890,106,0.603847047
891,106,0.844824219
892,107,0.822923951
893,107,0.854973174
894,107,0.80022528
895,107,0.613392398
896,107,0.722476754
897,107,0.853007602
899,108,0.736864328
900,109,0.824222244
901,109,0.765335169
902,109,0.852796619
903,110,0.672715329
904,111,0.63482208
905,112,0.848582487
906,112,0.801236512
907,112,0.853965798
909,114,0.671760547
912,115,0.749877588
913,115,0.764488973
914,116,0.526829455
915,117,0.803563957
916,117,0.84647078
917,118,0.832592072
920,120,0.842862748
921,120,0.753893699
922,121,0.849490244
923,122,0.628812757
924,122,0.792362272
925,122,0.780040124
926,122,0.818192011
927,123,0.753420218
928,123,0.797160642
930,124,0.817891103
931,124,0.849340794
932,125,0.84724948
935,129,0.857762334
937,131,0.562360284
938,135,0.782823417
939,135,0.612629323
940,136,0.604814834
941,136,0.837179584
942,136,0.823160102
943,137,0.726717868
944,137,0.513260813
945,137,0.811582083
946,138,0.88647324
947,138,0.768880934
948,139,0.635014555
950,141,0.666269405
953,146,0.858830136
955,149,0.577968903
956,150,0.791406178
957,152,0.895682662
959,173,0.838764687
960,174,0.838689998
961,175,0.522654421
962,177,0.548273046
963,185,0.64866989
964,188,0.84716753
965,192,0.767318347
966,193,0.500367554
967,195,0.677903873
968,196,0.843783649
969,200,0.654314174
970,204,0.841395945
971,204,0.820946059
972,205,0.531472397
974,210,0.817449325
975,222,0.851180243
976,240,0.590447384
977,243,0.750621953
979,248,0.804683696
981,356,0.77496533
982,393,0.815222417
984,435,0.794149662
985,651,0.773457916
987,1006,0.7533644
988,1023,0.817978779
989,1226,0.791599794
990,1309,0.656390196
991,1316,0.707613272
992,1456,0.605064799
993,1635,0.568845613
994,2053,0.787745631
995,2076,0.563271769
997,2418,0.802103072
999,2775,0.764046163
1000,2793,0.746482919
1001,2887,0.774215821
1003,3155,0.592230738
1004,3457,0.730627275
1009,137,0.848682689
1010,108,0.629871403
1011,109,0.640540274
1012,110,0.581697004
1013,121,0.660295958
1014,121,0.589326462
1015,211,0.801617832
1016,212,0.825416029
1017,215,0.589593553
1018,224,0.609332458
1019,255,0.654202215
1020,340,0.659160139
1021,360,0.6046006
1023,371,0.836533827
1025,405,0.799558913
1026,405,0.63593431
1027,407,0.644756855
1029,441,0.752196028
1030,441,0.738595962
1032,517,0.613062924
1033,558,0.647191459
1035,588,0.639944432
1036,595,0.820568039
1037,595,0.533666981
1038,609,0.606849628
1039,610,0.592610294
1040,617,0.808489566
1041,630,0.563576612
1042,635,0.832999367
1043,659,0.593075877
1049,745,0.507943086
1051,808,0.612393369
1054,847,0.792298766
1055,855,0.827509344
1057,873,0.805982697
1059,906,0.828354576
1060,911,0.829713036
1062,924,0.809087237
1063,929,0.806056308
1064,931,0.789395011
1065,931,0.517158807
1066,942,0.798009857
1067,942,0.816262071
1068,950,0.591833591
1069,960,0.815754797
1070,966,0.535784462
1072,991,0.626276382
1075,1014,0.6578786
1078,1028,0.833790537
1079,1042,0.603202337
1082,1059,0.60041305
1083,1099,0.540445921
1084,1099,0.648388167
1085,1135,0.816504329
1086,1135,0.695866463
1087,1143,0.789167209
1089,1196,0.701312182
1090,1196,0.865612831
1091,1199,0.552249371
1092,1202,0.555205719
1093,1209,0.793434801
1095,1257,0.568429545
1097,1266,0.591745244
1099,1278,0.790105751
1100,1283,0.589816999
1102,1317,0.816317124
1103,1317,0.825420838
1104,1318,0.582580892
1106,1324,0.58846683
1107,1343,0.585948054
1108,1350,0.817947007
1109,1353,0.7246964
1112,1361,0.812783842
1114,1399,0.814463073
1115,1407,0.594412594
1116,1423,0.554698166
1117,1433,0.816486081
1118,1436,0.806732317
1119,1469,0.594819872
1120,1477,0.553491812
1122,1493,0.565688611
1123,1499,0.501935402
1124,1505,0.812041076
1125,1532,0.582317643
1126,1533,0.555868897
1127,1552,0.570207281
1128,1603,0.587158214
1129,1614,0.525123272
1130,1615,0.705493721
1131,1651,0.80654826
1132,1668,0.808883135
1133,1698,0.631891651
1134,1717,0.826329433
1135,1745,0.569653692
1136,1758,0.745295397
1137,1758,0.745578124
1139,1802,0.820079611
1141,1827,0.578546102
1142,1836,0.58517235
1143,1845,0.656246387
1144,1845,0.567209274
1145,1868,0.693963187
1146,1915,0.790192515
1147,1967,0.795776518
1148,1971,0.579737601
1152,2018,0.709293218
1153,2028,0.783772539
1154,2032,0.563032926
1156,2082,0.515258765
1158,2085,0.794498393
1159,2152,0.547081579
1161,2172,0.788306738
1162,2187,0.524140802
1163,2202,0.53593723
1165,2215,0.77407223
1167,2260,0.508993912
1169,2285,0.562315652
1170,2297,0.783319121
1173,2402,0.783904692
1174,2429,0.789792447
1176,2473,0.595113215
1177,2591,0.510920284
1178,2605,0.780307987
1181,2769,0.788217356
1182,2783,0.615763031
1183,2846,0.537907695
1184,2856,0.773668422
1186,3099,0.761422091
1187,3187,0.685056979
1189,3384,0.754150484
1190,3441,0.504717809
1191,3445,0.752507856
1194,3500,0.674089958
1197,3621,0.501646788
1201,3669,0.751133593
1205,4162,0.710106601
1207,577,0.718659361
1208,2555,0.69708887
1209,2947,0.663670039
1210,1967,0.552030074
1212,2233,0.709627429
1213,2282,0.759451291
1215,3201,0.669799272
1217,3352,0.721086065
1218,2278,0.628239424
1219,1391,0.600830655
1220,1680,0.806596946
1221,1284,0.592296419
1224,2385,0.679675652
1233,92,0.819969258
1234,117,0.888199905
1238,1119,0.755698033
1241,1358,0.770700315
1242,1436,0.780611105
1243,1498,0.599726569
1246,2330,0.670356898
1250,100,0.687964474
1251,136,0.675963996
1252,188,0.588450442
1256,110,0.840497331
1257,111,0.855090954
1258,120,0.62332473
1259,121,0.848120111
1260,130,0.740870073
1263,160,0.696089901
1264,162,0.84871053
1266,177,0.631967199
1268,210,0.574455635
1270,218,0.722809768
1272,243,0.820446552
1273,256,0.563836826
1277,678,0.584189844
1278,714,0.77393377
1280,744,0.808225463
1282,787,0.83180659
1284,811,0.522377386
1285,812,0.697630983
1286,833,0.70197235
1287,851,0.810772209
1288,862,0.56161756
1289,872,0.745655988
1291,904,0.788463048
1292,906,0.702250655
1294,958,0.796452591
1295,961,0.544560744
1296,968,0.815326492
1297,976,0.817206702
1298,983,0.613223535
1300,986,0.830097508
1301,1002,0.744156122
1302,1034,0.812581987
1304,1064,0.710173948
1305,1092,0.700095549
1306,1103,0.767282727
1307,1110,0.509060504
1308,1121,0.610637955
1309,1144,0.685795151
1311,1159,0.561692977
1312,1160,0.729824192
1318,1207,0.815788557
1319,1217,0.684563946
1325,1542,0.721885836
1326,1547,0.830309271
1328,1682,0.805394548
1331,1851,0.830583222
1332,1885,0.6159618
1334,2009,0.539148351
1336,2028,0.539996923
1337,2040,0.757724429
1338,2128,0.715743056
1343,2252,0.738082234
1345,2262,0.727342861
1348,2505,0.707052036
1349,2582,0.878858244
1351,2618,0.779299069
1356,3188,0.671579
1363,4121,0.703171411
1366,4854,0.932660584
1372,746,0.828038716
1376,803,0.823369115
1380,4149,0.629682774
1381,107,0.621957359
1382,133,0.591168338
1384,224,0.715656189
1387,307,0.60960036
1388,419,0.824845234
1389,782,0.554653561
1393,1766,0.76703906
1397,1196,0.992733982
1399,122,0.776890788
1401,301,0.682432021
1402,2626,0.61091202
1403,3496,0.695439785
1405,4855,0.524855544
1407,348,0.525544651
1410,5178,0.517151985
1412,1187,0.971649676
1414,2826,0.6592856
1418,670,0.800415235
1419,125,0.598206459
1420,944,0.948039104
1421,2874,0.849270425
1422,3836,0.556563406
1424,1685,0.585284917
1425,1869,0.575239929
1427,2194,0.546582102
1428,1586,0.808715548
1429,2087,0.749761576
1430,1424,0.723932264
1433,2761,0.768643539
1436,415,0.80631682
1437,435,0.707748815
1439,545,0.560478745
1441,698,0.73370712
1445,213,0.84808263
1446,243,0.60270896
1448,297,0.652087998
1449,303,0.806771228
1451,343,0.697051185
1453,356,0.841538965
1454,368,0.708512196
1455,372,0.763056752
1460,628,0.77984703
1461,642,0.696704107
1462,684,0.846640695
1463,704,0.796619847
1464,710,0.768646125
1465,757,0.753582125
1466,829,0.774976573
1469,885,0.685967457
1470,909,0.812677492
1471,937,0.608347007
1473,1067,0.813414123
1474,1073,0.836391326
1476,1121,0.736666991
1477,1146,0.814475417
1482,1243,0.528418493
1484,1263,0.818402397
1486,1348,0.762475648
1488,1356,0.542962338
1490,1361,0.791807868
1491,1388,0.684184549
1494,1422,0.65707628
1496,1433,0.579230415
1500,1513,0.653775513
1501,1521,0.863153843
1503,1569,0.71972507
1504,1574,0.727723906
1506,1588,0.824191128
1512,1735,0.553726493
1513,1837,0.769949719
1514,1859,0.777151815
1515,1866,0.524791488
1517,1956,0.765811245
1518,1962,0.714777377
1520,2032,0.527414607
1523,2111,0.602829948
1524,2144,0.773505081
1528,2338,0.565368893
1530,2347,0.699727474
1531,2348,0.515124776
1534,2383,0.509205823
1541,2630,0.763687226
1543,2684,0.776229417
1549,3265,0.736687388
1555,3721,0.75336776
1557,3888,0.836817012
1566,5451,0.682037438
1567,202,0.631434323
1568,240,0.521368329
1569,241,0.611380253
1570,346,0.629022716
1571,372,0.846450501
1572,387,0.567388352
1573,411,0.53058601
1574,439,0.644684876
1577,473,0.54906401
1578,493,0.694789366
1579,579,0.724385023
1581,619,0.634386019
1582,652,0.617165527
1583,673,0.522494063
1584,740,0.584145872
1589,803,0.569485399
1590,808,0.597480238
1592,833,0.523361352
1594,876,0.553138625
1595,933,0.532740542
1596,936,0.559255887
1597,938,0.528891495
1598,946,0.61641915
1600,977,0.513898105
1601,978,0.503129202
1609,1147,0.573589949
1611,1310,0.536672047
1620,1742,0.773273269
1621,1910,0.741952305
1623,2051,0.704378231
1629,2320,0.517231388
1631,2789,0.602799004
1636,3517,0.61761103
1641,1792,0.820561603
1644,107,0.530207481
1645,146,0.860858642
1647,324,0.852676228
1650,769,0.739438056
1652,988,0.786007114
1653,1105,0.580158095
1654,1144,0.663029818
1657,1223,0.819094439
1658,1262,0.739073037
1659,1267,0.819341587
1661,1272,0.792987915
1662,1280,0.568637375
1663,1294,0.513860358
1664,1310,0.636346756
1665,1316,0.846287426
1667,1342,0.698717673
1669,1361,0.797231867
1670,1387,0.816162249
1671,1397,0.733360755
1672,1399,0.808822862
1673,1410,0.801703119
1679,1461,0.686206128
1680,1480,0.545926334
1681,1489,0.772234427
1682,1532,0.827212288
1684,1552,0.756931871
1686,1651,0.601777364
1687,1654,0.543076355
1689,1698,0.661294077
1691,1729,0.762732322
1692,1730,0.882529312
1693,1822,0.817516097
1696,2157,0.849644188
1697,2292,0.646960977
1713,4151,0.525926867
1720,2802,0.541480812
